throughput,cycle_time,lead_time,sprint_completion_rate,project_completion_days,defects
7.333333333333333,4.890658230293735,15.398125463134964,0.8492063492063493,173.39589041434058,0.16926605782439125
7.25,4.9244679240880265,13.471113542597756,0.7758597883597883,173.1643199302205,0.17457395288811187
6.916666666666667,5.198867403085499,15.797402129864912,0.8103835978835979,180.72831941137773,0.1510823300264819
8.083333333333334,4.878061900770508,14.228265502178363,0.8094065656565657,175.0320127676446,0.10878083294011115
8.083333333333334,4.931846233420468,13.348611914108194,0.8453703703703703,170.14708860184172,0.15230513533937123
7.083333333333333,4.9478201179633325,17.32315214005142,0.7909722222222221,193.42906728382846,0.17457990681771407
8.0,4.876218758644645,18.546978408671546,0.8784722222222222,177.40777657285616,0.1812059634104816
7.916666666666667,4.94135840665126,14.28399805980684,0.8229166666666666,180.18186102534662,0.15354802737384607
6.0,5.231000647458843,16.510984159074244,0.7144179894179894,183.57655449566928,0.14368115662543132
7.25,5.077272290244636,14.696395185129129,0.8136574074074073,168.3531323796521,0.1280050110176227
6.5,4.9458107891759715,18.15086405269012,0.7427248677248678,176.2034742400908,0.1492442497802125
7.5,5.012683865794226,17.338342316539013,0.8203703703703704,209.57510141681428,0.13531748925434176
8.0,4.929980686154493,18.51212446661337,0.8399470899470899,173.8737299168753,0.1048036858460907
7.75,4.934861040492911,18.621315649907025,0.832440476190476,172.55947087901112,0.1603103043296586
7.583333333333333,4.726741718099381,16.033203461981955,0.8374999999999999,172.7973752858169,0.11067628035060917
6.916666666666667,4.8085611016068155,13.045851040352009,0.789186507936508,181.95031260855234,0.1532007498358067
8.25,5.183153931711966,14.315613428592627,0.8563822751322752,177.11746362381135,0.13253182126352236
7.666666666666667,5.067855763481647,17.490177795255015,0.8067129629629629,171.9526766404771,0.15652814619786518
6.666666666666667,5.082697548605829,14.505461135828742,0.7482172919672919,168.25457126284942,0.17644110442685687
7.333333333333333,5.094932919795905,13.728890799617709,0.8321759259259259,173.746175500346,0.09801587314877513
7.083333333333333,5.263029238280291,19.71137030128095,0.7967592592592593,174.864413947478,0.1646572748661802
7.083333333333333,4.886816412985532,15.558782664445602,0.783234126984127,182.84647687077614,0.1228894709418285
7.416666666666667,4.998216704206551,15.131905932566003,0.8211970899470898,181.14949744122072,0.16356369705634372
8.083333333333334,5.118533616915935,13.195799926378802,0.8472222222222223,174.58103983242648,0.18153422651718049
7.166666666666667,5.01129739567651,15.463005640588236,0.8148148148148149,169.30415800372208,0.1163881132049302
8.0,5.13011749310793,14.588157124815124,0.9432870370370372,168.96974845195768,0.1265229662363888
6.666666666666667,4.869025081553136,13.250488536953322,0.7628968253968252,174.37061959264295,0.1595718572732993
6.916666666666667,5.205223415880953,17.204666066188103,0.770271164021164,175.41797636513303,0.15701721807718388
7.75,5.19651158595422,17.348940271071093,0.8270502645502645,168.76316798045508,0.12216941090655929
9.166666666666666,5.037487952373253,15.676226139310419,0.892361111111111,180.26064083038585,0.15182213028861113
7.25,4.9314769439191455,14.738498091008896,0.8546957671957672,172.47704091510386,0.14625425158549604
7.0,4.953870725732029,15.38825947203626,0.8043981481481483,174.5965453328809,0.13560676656122886
7.666666666666667,5.2178954018872865,15.025069071745328,0.8236111111111111,181.68236800265151,0.16324926009363994
8.416666666666666,5.019102623263216,12.59545477097549,0.9118055555555555,179.13050124538717,0.10890579853840296
6.916666666666667,4.976915926004657,19.367014457691717,0.7641534391534393,181.66065596282448,0.12529473476479336
7.25,5.034406576492172,23.846263949217466,0.7757275132275132,183.16139874368665,0.19462577418319105
8.0,4.84414292477764,12.895500756177587,0.8224867724867725,175.6396448409035,0.11141003523273064
7.166666666666667,4.911733956772019,15.847003738246666,0.7872023809523809,176.7453807540146,0.15045990656494657
7.166666666666667,4.987733525917983,13.245574267242766,0.7851851851851851,178.53349787708234,0.1485696585731167
7.25,4.980241670148388,17.74757632528071,0.8127314814814816,171.98298995618066,0.14162775672850156
7.416666666666667,5.156733413427745,17.430506279869146,0.8546626984126985,175.36588668552415,0.11517195243894006
7.5,5.328792775709344,18.744427447689816,0.7962962962962964,185.3273734616859,0.11496295575640178
7.25,5.0368050254528285,13.726739488816083,0.8194444444444445,168.18690031440752,0.10917854006997213
7.416666666666667,5.06902830646545,13.597353722516058,0.8048611111111111,176.84259387234135,0.13176647775321879
6.416666666666667,4.984748685269253,15.648766140103183,0.7171296296296297,171.60727078396312,0.12304336904556325
9.416666666666666,5.332712912049758,12.553683630877558,0.9409722222222223,181.0845102253464,0.15433262132946313
9.5,4.924735888092602,16.549744528285235,0.9525462962962963,175.87346468594203,0.1225893605454117
7.5,4.973101454745064,19.173498800242793,0.8097222222222222,171.47965923984796,0.13656798803249862
7.916666666666667,5.154922123565597,12.586219161574355,0.857175925925926,175.6053979923076,0.14559640530038248
9.5,5.142988990008772,15.807737248151344,0.8807870370370371,168.7214813147369,0.09788921443582033
7.666666666666667,4.965043250421424,12.57681975785065,0.8643518518518518,168.8775425419356,0.15247284199223304
6.916666666666667,4.875396114685515,19.5668574611106,0.8080357142857143,194.11171814191616,0.15836292450415668
8.0,5.108141313599937,12.428629919165932,0.832175925925926,172.37216570396845,0.14962348177349077
7.5,5.037033009273524,13.201916709383806,0.8870701058201059,168.5172569891919,0.15392414923672168
8.166666666666666,5.106691566871504,14.367006476374804,0.8574074074074075,168.28463546030545,0.14295916930849586
6.666666666666667,5.141776225696801,15.948900333108728,0.7657407407407408,175.57996131390038,0.12062094088651605
8.0,5.117233764466894,13.939335056282074,0.9173611111111111,184.4894726410926,0.13676748471950326
7.666666666666667,4.829443151810716,15.863354477191729,0.8512896825396825,170.01295390066238,0.1558226193439512
7.416666666666667,5.122910056959792,17.718140452782045,0.8394841269841269,180.45428316575857,0.14911379837109845
7.25,4.752405524362844,12.783604564541989,0.8130952380952382,168.90577777767868,0.16458455161252367
6.833333333333333,4.879571214604578,14.490084408536056,0.7999999999999999,168.0631833563994,0.13040638046591485
7.833333333333333,4.94572346766542,15.079344872754014,0.8609126984126984,175.45926624475157,0.12139399714721369
6.5,5.355713628798326,18.69723589802216,0.7591600529100528,176.60534300103694,0.16117162107468758
7.416666666666667,4.958986917206541,16.912918047964,0.8449074074074074,173.17334331276635,0.15333237257925675
8.0,5.049628375290829,13.699126203855013,0.8392105579605581,177.5544741583558,0.14359124747545812
6.583333333333333,5.143331400297554,14.40702013506975,0.7675925925925927,181.87900793299605,0.13985367734610107
6.75,5.187450729324464,15.88473992811323,0.8161375661375662,194.1826477062,0.12832393155487765
7.416666666666667,4.910606733223608,14.033601657608914,0.8650462962962963,168.02544409468396,0.13114819524021268
6.75,5.126970440030662,19.51231602090138,0.7949404761904763,176.74026326689466,0.1364341595602175
7.416666666666667,4.847085208552151,13.546686061149497,0.8030092592592593,169.08290995108155,0.12744724366721566
7.666666666666667,4.990217956206821,15.95290270916,0.8558201058201057,169.22438855977182,0.14495570117693762
7.083333333333333,4.946365199621146,12.768616890472359,0.819212962962963,180.73725480681532,0.14865312305159384
6.916666666666667,4.867363025494957,15.893117033536384,0.816468253968254,181.04358467711793,0.14262390978686793
7.666666666666667,4.878866144163901,12.849198815337214,0.7851010101010102,182.34793491406938,0.13842051637965047
6.666666666666667,5.145381095927181,14.266617749965611,0.7244378306878306,179.80037649082425,0.11738972006989636
8.916666666666666,5.105831340070605,14.525104480905355,0.8104497354497355,174.6833106435892,0.15471968209731182
6.916666666666667,4.852376516464283,14.782735713142813,0.8095238095238094,171.74859582832735,0.14886610482512017
7.666666666666667,5.076287745893223,14.194383453648962,0.8553240740740741,200.3760358976647,0.13287253886867162
7.0,4.965493386144717,16.009731713501175,0.7605820105820106,175.12894424510657,0.13573440808640458
6.916666666666667,4.973977399949306,14.049701900918986,0.8328703703703705,172.67556854613133,0.13219285593581487
8.083333333333334,4.873015539309773,16.191115742409433,0.8907407407407408,184.83819379344322,0.11963546472797897
6.5,5.14883161277082,13.1762467054508,0.7740740740740741,187.58677460710646,0.1377806243733955
7.166666666666667,5.152894132290945,12.24920160467492,0.8368055555555557,179.94120633001003,0.13096488153854358
7.916666666666667,5.010159160406909,16.745250614078138,0.9368386243386245,168.40297071025236,0.1288886560714696
7.166666666666667,4.829244943577365,19.285837978811283,0.8013888888888889,177.5537612679873,0.14681232249350898
7.083333333333333,5.354909491782003,17.016198693190134,0.7858796296296297,172.11172907119766,0.1119460674274058
7.75,5.0469178390460625,13.376096218175576,0.7991221741221741,181.1936519768306,0.1465996818435407
6.75,4.883801998004263,15.23808689440855,0.788425925925926,188.44904970163634,0.1479363625396225
6.25,4.720452126024572,16.528917573686726,0.7276785714285715,183.11893360633857,0.100690032559893
6.416666666666667,5.161614500451848,13.757903859784516,0.7178240740740741,176.46934167524068,0.16666232577850432
